LRevit.Element.Id.362198;19 mar 2019 15:20:14;160.0;X=-1038.239 Y=144.993 Z=502.540;P=0.000000 Y=0.000000 R=0.000000
Revit.Element.Id.362896;19 mar 2019 15:20:14;16.042337;X=-744.163 Y=242.810 Z=502.540;P=0.000000 Y=90.000099 R=0.000000
Revit.Element.Id.364071;19 mar 2019 15:20:14;15.0;X=-888.239 Y=224.993 Z=496.190;P=0.000000 Y=179.999969 R=-0.000000
